title,overview,release_date,popularity,vote_count,vote_average,original_language,adult
The Quintessential Quintuplets the Movie,"Fuutarou struggles to prepare for the school festival while keeping an eye on Ichika's studies, who has decided to take a leave of absence to focus on acting, and Yotsuba is even more determined than usual to make it a school festival with no regrets. Dizzying days go by, and before you know it, it's the eve of the school festival. Fuutarou is encouraged by Itsuki's decision not to give up, and searches for answers to Nino's feelings, Miku's determination, and his feelings for Ichika, Yotsuba, and Itsuki. With each of them having their own thoughts and feelings, the first day of the school festival, the last event of their high school life, finally began. ""Come to the classroom at 3:00 p.m., the first day of the school festival."" The quintuplets gather in the classroom and Fuutarou finally informs them that he will make a decision...",2022-05-20,103.788,17,9.4,ja,False
Host,"Six friends hire a medium to hold a séance via Zoom during lockdown — but they get far more than they bargained for as things quickly go wrong. When an evil spirit starts invading their homes, they begin to realize they might not survive the night.",2020-12-04,109.369,553,6.6,en,False
Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",2010-07-15,113.75,31861,8.4,en,False
Fifty Shades Darker,"When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian’s past start to circle the couple, determined to destroy their hopes for a future together.",2017-02-08,97.712,6764,6.5,en,False
Sing,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,2016-11-23,108.777,6839,7.1,en,False
The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",2012-11-26,95.565,16079,7.3,en,False
XXXMOG!,"Mark is a director working in Taipei City who recently lost an important client. Reluctant to go back to his hometown Kaohsiung, an industrial town with severe pollution and no directing job, he decides to earn some quick money by making porn with his friend, Bugsy. However, while they are shooting the sex scenes on the rooftop, the worst smog arrives at the city and devours everything, including Mark’s last hope to stay in Taipei.",2021-09-12,98.508,3,6.7,zh,False
The Book of Life,"The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears.",2014-10-01,102.934,2209,7.5,en,False
Train to Busan,"Martial law is declared when a mysterious viral outbreak pushes Korea into a state of emergency. Those on an express train to Busan, a city that has successfully fended off the viral outbreak, must fight for their own survival…",2016-07-20,104.682,5781,7.8,ko,False
The Sword,"Lord of Darkness Artha was born from human struggle and resentment. In ancient times he formed an army of undead to conquer the world. At the moment of final battle human leaders used blood to forge the holy sword to seal Artha. For thousands of years, legends have fallen one after another, and Artha has made a comeback.",2021-10-18,103.483,3,5.3,zh,False
Maleficent,"A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom – and to Maleficent's true happiness as well.",2014-05-28,108.462,11708,7.1,en,False
I Don't Like Younger Men 5,"Ha-neul haven't seen her friend, Ye-sol for a long time, and so they spent a good time together. That time, Ye-sol's father, Min-soo enters the house.  Ha-neul sees the young-looking Min-soo and makes a fuss. Ye-sol who is a little bit tipsy tells Ha-neul that he is her stepfather.  That night, Ha-neul secretly entered Min-soo's room...",2020-04-23,61.197,0,0.0,ko,False
Spiral: From the Book of Saw,"Working in the shadow of an esteemed police veteran, brash Detective Ezekiel “Zeke” Banks and his rookie partner take charge of a grisly investigation into murders that are eerily reminiscent of the city’s gruesome past.  Unwittingly entrapped in a deepening mystery, Zeke finds himself at the center of the killer’s morbid game.",2021-05-12,99.312,1294,6.1,en,False
The Pirates: The Last Royal Treasure,"A gutsy crew of Joseon pirates and bandits battle stormy waters, puzzling clues and militant rivals in search of royal gold lost at sea.",2022-01-26,111.122,104,6.6,ko,False
Justice League,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",2017-11-15,98.091,11430,6.1,en,False
Spider-Man,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.",2002-05-01,114.828,15917,7.2,en,False
"¿Nos casamos? Sí, mi amor","Guille decides it's time to take the next step and proposes to his girlfriend Bea, but things get complicated and nothing goes as planned.",2022-02-03,109.103,1,2.0,es,False
Predators,A group of cold-blooded killers find themselves trapped on an alien planet to be hunted by extraterrestrial Predators.,2010-07-03,112.944,3224,6.2,en,False
The Blind Man Who Did Not Want to See Titanic,"Jaakko and Sirpa have never met face to face, but talk on the phone every day. When Jaakko hears news about Sirpa's declining health, he decides to go meet her in another city. It's not the easiest decision, because he's blind and paralyzed from the chest down  - and he has to make the journey alone. To get there, Jaakko must rely on the help of five strangers. What could go wrong?",2022-03-10,115.14,2,5.0,fi,False
Scary Movie 2,"While the original parodied slasher flicks like Scream, Keenen Ivory Wayans's sequel to Scary Movie takes comedic aim at haunted house movies. A group of students visit a mansion called ""Hell House,"" and murderous high jinks ensue.",2001-07-04,96.078,3770,5.8,en,False
Tarzan,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...",1999-06-18,103.026,5679,7.4,en,False
Kung Fu Panda,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",2008-06-04,112.553,9466,7.2,en,False
Pursuit,"Detective Breslin crosses paths with Calloway, a ruthless hacker desperate to find his wife, who has been kidnapped by a drug cartel. When Calloway escapes police custody, Breslin joins forces with a no-nonsense female cop to reclaim his prisoner. But is Calloway’s crime-boss father somehow involved in this explosive situation?",2022-02-18,110.988,41,5.5,en,False
The Only One,"On the brink of resigning herself to a life of independence and wanderlust, a young woman visits an old flame on his vineyard in France and takes one last shot at a committed relationship.",2021-12-10,113.488,10,5.1,en,False
North Wind: Broken Time,"China’s booming animation industry has reached us. The film in question is Shuo Feng — Po Zhen Zi, an action epic directed by Zheng Wu and based on an internet novel by A Nu.  From what we understand, the film is set in the eighth century, during China’s Tang dynasty. The story draws inspiration from real historical battles, which pitted Chinese forces against the Islamic Abbasid Caliphate and Tibetan Empire in Central Asia. Watch the hyper-kinetic, elaborately composited trailer below:",2020-09-17,98.817,0,0.0,zh,False
